model_key,display,group,n_folds,mean_auc,std_auc,wilcoxon_stat,wilcoxon_p,effect_size_rb,n_biopsies,spearman_r,spearman_p,wilcoxon_p_fdr,spearman_p_fdr
unet_attention_work/CNN_dataset_standard_MRI/attn_channel/loss_smoothl1_ep50/metrics_summary.json,UNet MRI (ch-attn),unet_attn,16,0.7778604497354498,0.27093711823543004,120.0,0.003058791223811232,0.7833333333333333,133,0.21209230675059426,0.01425276009124448,0.00382348902976404,0.014252760091244482
unet_attention_work/CNN_dataset_standard_MRI_PET/attn_channel/loss_smoothl1/metrics_summary.json,UNet MRI+PET (ch-attn),unet_attn,16,0.7764715608465609,0.27290550076545006,123.0,0.0013427734375,0.8088235294117647,133,0.46535750675595466,1.663568441723026e-08,0.00382348902976404,8.31784220861513e-08
unet_modality_ablation_work/unet_PET/attn_none/loss_smoothl1/metrics_summary.json,UNet PET,unet_mod,16,0.7687169312169313,0.27274756199327654,117.0,0.0045928955078125,0.7205882352941176,133,0.43027326601900556,2.352247696293455e-07,0.0045928955078125,5.880619240733637e-07
swinunetr_modality_ablation_work/swinunetr_standard_MRI/metrics_summary.json,SwinUNETR MRI (4ch),swinunetr,16,0.7669477513227514,0.29180152715996355,122.0,0.001678466796875,0.7941176470588235,133,0.2849185378643352,0.0008873672680483136,0.00382348902976404,0.0014789454467471893
unet_modality_ablation_work/unet_ADC_FET/attn_none/loss_smoothl1/metrics_summary.json,UNet ADC+FET,unet_mod,16,0.7547536375661376,0.251149439288066,121.0,0.0028057336002182786,0.8166666666666667,133,0.21713204313361423,0.012056775271873203,0.00382348902976404,0.014252760091244482
